condition,drive,frame_offset,phase,phase_frame_index,raw_frame_index,frame_name,layer,instantaneous_prediction_error_rms,dynamic_error_rms,representation_normalized_l2
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,19,baseline,19,19,0000000019.png,5,0.42784369655186977,0.4056068216108114,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,20,baseline,20,20,0000000020.png,1,0.5947253927553531,0.31897238961695745,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,20,baseline,20,20,0000000020.png,2,0.5464038435025956,0.4948681078479047,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,20,baseline,20,20,0000000020.png,3,0.5408005719049832,0.4492359447318785,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,20,baseline,20,20,0000000020.png,4,0.7634321559685556,0.6692212051484046,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,20,baseline,20,20,0000000020.png,5,0.42672942479939674,0.4014015845990285,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,21,baseline,21,21,0000000021.png,1,0.584018859420477,0.31117186128373064,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,21,baseline,21,21,0000000021.png,2,0.5407599208030477,0.4932204152449008,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,21,baseline,21,21,0000000021.png,3,0.5428080691540117,0.4512734809886247,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,21,baseline,21,21,0000000021.png,4,0.7630106109254525,0.6675819991335641,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,21,baseline,21,21,0000000021.png,5,0.4269428955934104,0.39846614574120354,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,22,baseline,22,22,0000000022.png,1,0.5872938544670706,0.30291075809338347,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,22,baseline,22,22,0000000022.png,2,0.5307539257469215,0.4905349609665157,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,22,baseline,22,22,0000000022.png,3,0.544559739612024,0.4536603408668186,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,22,baseline,22,22,0000000022.png,4,0.7654401550543546,0.6671634140095726,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,22,baseline,22,22,0000000022.png,5,0.4277880753557556,0.396806814210984,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,23,baseline,23,23,0000000023.png,1,0.5770878806799861,0.2985412835682194,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,23,baseline,23,23,0000000023.png,2,0.525812412305467,0.48715212240957545,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,23,baseline,23,23,0000000023.png,3,0.5513631842882668,0.4569704338868173,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,23,baseline,23,23,0000000023.png,4,0.7731813417213506,0.6684689319242539,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,23,baseline,23,23,0000000023.png,5,0.42856642055473604,0.3960842582370112,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,1,0.5808244509694506,0.29343790504013584,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,2,0.5175005088014417,0.4828551980165261,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,3,0.5583253868477799,0.4610238953829798,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,4,0.788316953724364,0.6720940563175544,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,5,0.4308838811286611,0.39597717604465305,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,1,0.5818872321946459,0.29095447174818584,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,2,0.5076240843902662,0.4774911382353988,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,3,0.5554595567157977,0.46385068368304544,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,4,0.8028750067040048,0.6776917683570765,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,5,0.4348328927299434,0.39630599120167864,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,1,0.6378645720872194,0.29304706073169406,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,2,0.503290344045126,0.4721038282901063,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,3,0.5336454607215343,0.46236100713255956,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,4,0.8030706076926417,0.6829903851955864,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,5,0.43754412418955263,0.3968379231729271,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,1,0.6058200997756121,0.30436788815973714,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,2,0.5087597455116908,0.46815948773107763,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,3,0.527563928625014,0.4587169861138148,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,4,0.7991526029069179,0.6866633468290083,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,27,baseline,27,27,0000000027.png,5,0.4388112742276517,0.3973942606427348,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,1,0.5735717628618191,0.30594960502414664,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,2,0.5040689047925472,0.4651433612116809,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,3,0.5268766085083534,0.45594799352276333,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,4,0.8012796108870762,0.6899077209699992,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,28,baseline,28,28,0000000028.png,5,0.44073625975303565,0.39814119432268397,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,1,0.5858111480743797,0.30132912620759883,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,2,0.5001092377923018,0.46236861608200186,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,3,0.5184410069983398,0.45321253120157257,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,4,0.8006548672712669,0.6927836814910758,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,29,baseline,29,29,0000000029.png,5,0.44262077510621256,0.3991993056963061,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,30,baseline,30,30,0000000030.png,1,0.5776953513589294,0.30270117499313165,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,30,baseline,30,30,0000000030.png,2,0.4963732791473142,0.4591432189082613,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,30,baseline,30,30,0000000030.png,3,0.5159569673016723,0.450252199703627,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,30,baseline,30,30,0000000030.png,4,0.798299209720677,0.694657302811783,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,30,baseline,30,30,0000000030.png,5,0.44511688777678576,0.40067187063827936,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,31,baseline,31,31,0000000031.png,1,0.5584891637351183,0.3075683962904693,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,31,baseline,31,31,0000000031.png,2,0.48919568012744635,0.45513722135447565,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,31,baseline,31,31,0000000031.png,3,0.524400062847151,0.44837855559629175,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,31,baseline,31,31,0000000031.png,4,0.8029629640488054,0.6964822309099808,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,31,baseline,31,31,0000000031.png,5,0.4489972789477033,0.4026915388181866,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,32,baseline,32,32,0000000032.png,1,0.5697684340229994,0.31380146480905274,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,32,baseline,32,32,0000000032.png,2,0.4799835479671214,0.45011735829953387,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,32,baseline,32,32,0000000032.png,3,0.5376622715439353,0.44863009800434084,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,32,baseline,32,32,0000000032.png,4,0.8142324886620482,0.6991682792530158,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,32,baseline,32,32,0000000032.png,5,0.45411930746389184,0.40538959032630884,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,33,baseline,33,33,0000000033.png,1,0.595593685463554,0.32025930655529744,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,33,baseline,33,33,0000000033.png,2,0.4695239467816543,0.4444133102081722,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,33,baseline,33,33,0000000033.png,3,0.5495001084822294,0.45141609920086395,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,33,baseline,33,33,0000000033.png,4,0.8312859502759573,0.7040143273963358,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,33,baseline,33,33,0000000033.png,5,0.45975359859809606,0.4086532671105045,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,34,baseline,34,34,0000000034.png,1,0.6113096584966778,0.3279982821662303,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,34,baseline,34,34,0000000034.png,2,0.4620183068108224,0.43825303156361534,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,34,baseline,34,34,0000000034.png,3,0.5516170934239306,0.45485169520342117,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,34,baseline,34,34,0000000034.png,4,0.8479837125892484,0.7110498867885732,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,34,baseline,34,34,0000000034.png,5,0.4655056591957377,0.41225902640060513,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,35,baseline,35,35,0000000035.png,1,0.6107679585280521,0.33640531697185183,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,35,baseline,35,35,0000000035.png,2,0.45596065867206254,0.432017090460185,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,35,baseline,35,35,0000000035.png,3,0.5517248109922895,0.45791241463252974,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,35,baseline,35,35,0000000035.png,4,0.8617173166628989,0.7197154552036533,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,35,baseline,35,35,0000000035.png,5,0.47205345015774375,0.4162033496007102,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,36,baseline,36,36,0000000036.png,1,0.6226805146589217,0.34078850608757294,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,36,baseline,36,36,0000000036.png,2,0.4486732368699467,0.4258459329784129,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,36,baseline,36,36,0000000036.png,3,0.5434104376810763,0.4591181721442462,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,36,baseline,36,36,0000000036.png,4,0.867696695483874,0.7284447144593924,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,36,baseline,36,36,0000000036.png,5,0.4792927968675211,0.42069168410180313,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,37,baseline,37,37,0000000037.png,1,0.6297804100036904,0.3419397353366796,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,37,baseline,37,37,0000000037.png,2,0.446155626157824,0.42005797851321813,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,37,baseline,37,37,0000000037.png,3,0.5355413458836683,0.4579691044759227,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,37,baseline,37,37,0000000037.png,4,0.8665929614191668,0.7353746709468097,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,37,baseline,37,37,0000000037.png,5,0.48646456410415123,0.42567159995305803,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,38,baseline,38,38,0000000038.png,1,0.6072570901423027,0.3412219054190978,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,38,baseline,38,38,0000000038.png,2,0.4408869723308181,0.4143991404262271,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,38,baseline,38,38,0000000038.png,3,0.527878896704704,0.45492708910940316,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,38,baseline,38,38,0000000038.png,4,0.8620524363157909,0.7398344885103767,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,38,baseline,38,38,0000000038.png,5,0.4926187296497795,0.43078495211987855,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,39,baseline,39,39,0000000039.png,1,0.551555346830514,0.3381117534650597,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,39,baseline,39,39,0000000039.png,2,0.4370569231167865,0.40891130824297717,0.0
current_stateful,2011_09_26/2011_09_26_drive_0011_sync,39,baseline,39,39,0000000039.png,3,0.5219731193920747,0.45061269013214017,0.0
