sequence_id,frame_id,frame_index,gain_change_z1,logit_residual_z1,gain_change_z4,logit_residual_z4,error_z1,dynamic_error_z1,correction_z1,state_z1,error_z4,dynamic_error_z4,correction_z4,state_z4
0002,000002,2,0.2149435430765152,1.0826890468597412,0.1197170615196228,0.6525669693946838,0.015499196946620941,0.0032083336263895035,0.008315089158713818,0.339244544506073,0.006140532437711954,0.0012710902374237776,0.0040954663418233395,0.20753373205661774
0002,000003,3,0.21539223194122314,1.1199069023132324,0.12724342942237854,0.6990472674369812,0.015683669596910477,0.00418203417211771,0.008609691634774208,0.3390718698501587,0.0065567372366786,0.001922188326716423,0.004109133034944534,0.20808953046798706
0002,000004,4,0.21390166878700256,1.1384235620498657,0.13663125038146973,0.7786476016044617,0.015712929889559746,0.004669861402362585,0.00874442607164383,0.3389786183834076,0.007047048304229975,0.0024078846909105778,0.004426435101777315,0.20863118767738342
0002,000005,5,0.20976786315441132,1.1372896432876587,0.14156709611415863,0.8447324633598328,0.01587778702378273,0.004986247513443232,0.008889896795153618,0.3389277160167694,0.006886618211865425,0.002710094442591071,0.004616799298673868,0.20923005044460297
0002,000006,6,0.20805734395980835,1.1436833143234253,0.1367506980895996,0.8489620685577393,0.01569903828203678,0.0051752738654613495,0.008965854533016682,0.3389591872692108,0.007136080414056778,0.0028934841975569725,0.005222206003963947,0.20972377061843872
0002,000007,7,0.20427732169628143,1.1386338472366333,0.132546067237854,0.865497350692749,0.015584660694003105,0.005339702591300011,0.009058008901774883,0.33897241950035095,0.007243357598781586,0.003174798097461462,0.005711025558412075,0.21059000492095947
0002,000008,8,0.20195679366588593,1.1468737125396729,0.12733115255832672,0.8545745015144348,0.015418346039950848,0.0054817502386868,0.009216250851750374,0.338947594165802,0.007512639742344618,0.0034296391531825066,0.006071517243981361,0.21105100214481354
0002,000009,9,0.20044897496700287,1.1493486166000366,0.12472264468669891,0.8387445211410522,0.015415864996612072,0.005603288300335407,0.009276269003748894,0.33895692229270935,0.007734634913504124,0.0036086062900722027,0.006143658421933651,0.21117280423641205
0002,000010,10,0.19902217388153076,1.1514664888381958,0.12391610443592072,0.8512558341026306,0.015532468445599079,0.005691376980394125,0.009441002272069454,0.3389483690261841,0.009676455520093441,0.003996655810624361,0.0077025191858410835,0.21065980195999146
0002,000011,11,0.19575686752796173,1.1445289850234985,0.11953599005937576,0.8111853003501892,0.01596751995384693,0.00584341399371624,0.009647541679441929,0.33888906240463257,0.010699383914470673,0.004739639349281788,0.008347691036760807,0.2098507583141327
